Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Power
BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,16,3916.0,135200.0,not applicable
BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16,3916.0,132200.0,not applicable
BMW,ALPINA B7,2015,premium unleaded (required),540.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16,3916.0,132200.0,not applicable
BMW,ALPINA B7,2015,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,16,3916.0,131300.0,not applicable
BMW,ALPINA B7,2017,premium unleaded (required),600.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,16,3916.0,137000.0,not applicable
BMW,Alpina,2003,premium unleaded (required),375.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,19,13,3916.0,136900.0,not applicable
Nissan,Altima Hybrid,2009,regular unleaded,198.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,35,2009.0,26650.0,not applicable
Nissan,Altima Hybrid,2010,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,35,2009.0,26780.0,not applicable
Nissan,Altima Hybrid,2011,regular unleaded,198.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,33,2009.0,26800.0,not applicable
Nissan,Altima,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,27,2009.0,22560.0,not applicable
Nissan,Altima,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,22,2009.0,31950.0,not applicable
Nissan,Altima,2016,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,22,2009.0,32090.0,not applicable
Nissan,Altima,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,27,2009.0,22500.0,not applicable
Nissan,Altima,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,27,2009.0,24470.0,not applicable
Nissan,Altima,2017,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,27,2009.0,25460.0,not applicable
Nissan,Altima,2017,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,22,2009.0,32690.0,not applicable
Nissan,Altima,2017,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,26,2009.0,24470.0,not applicable
Kia,Amanti,2007,regular unleaded,264.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,1720.0,25495.0,not applicable
Kia,Amanti,2008,regular unleaded,264.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,1720.0,25495.0,not applicable
Kia,Amanti,2009,regular unleaded,264.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,17,1720.0,26045.0,not applicable
Mercedes-Benz,AMG GT,2016,premium unleaded (required),503.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,617.0,129900.0,not applicable
Mercedes-Benz,AMG GT,2017,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,22,16,617.0,131200.0,not applicable
Mercedes-Benz,AMG GT,2017,premium unleaded (required),456.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,22,16,617.0,111200.0,not applicable
Nissan,Armada,2014,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,13,2009.0,37590.0,not applicable
Nissan,Armada,2014,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18,12,2009.0,52860.0,not applicable
Nissan,Armada,2015,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,13,2009.0,50780.0,not applicable
Nissan,Armada,2015,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18,12,2009.0,53680.0,not applicable
Nissan,Armada,2017,regular unleaded,390.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,2009.0,49650.0,not applicable
Nissan,Armada,2017,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18,13,2009.0,60490.0,not applicable
Bentley,Arnage,2007,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,10,520.0,221990.0,not applicable
Bentley,Arnage,2007,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,10,520.0,242990.0,not applicable
Bentley,Arnage,2007,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,14,10,520.0,263990.0,not applicable
Bentley,Arnage,2008,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,9,520.0,263990.0,not applicable
Bentley,Arnage,2008,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,10,520.0,242990.0,not applicable
Bentley,Arnage,2008,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,10,520.0,221990.0,not applicable
Bentley,Arnage,2009,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,14,10,520.0,270990.0,not applicable
Bentley,Arnage,2009,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,14,10,520.0,224990.0,not applicable
Bentley,Arnage,2009,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,9,520.0,267990.0,not applicable
Chrysler,Aspen,2007,regular unleaded,235.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,17,13,1013.0,30935.0,not applicable
Chrysler,Aspen,2007,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,12,1013.0,33810.0,not applicable
Chrysler,Aspen,2008,regular unleaded,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,1013.0,32905.0,not applicable
Chrysler,Aspen,2008,regular unleaded,302.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,1013.0,35780.0,not applicable
Chrysler,Aspen,2009,regular unleaded,385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,20,1013.0,45270.0,not applicable
Chrysler,Aspen,2009,regular unleaded,303.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18,13,1013.0,37115.0,not applicable
Chrysler,Aspen,2009,regular unleaded,303.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,1013.0,34730.0,not applicable
Ford,Aspire,1995,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,38,31,5657.0,2000.0,not applicable
Ford,Aspire,1995,regular unleaded,63.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,31,5657.0,2000.0,not applicable
Ford,Aspire,1996,regular unleaded,63.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,29,5657.0,2000.0,not applicable
Ford,Aspire,1996,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,38,29,5657.0,2000.0,not applicable
Ford,Aspire,1997,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,38,29,5657.0,2000.0,not applicable
Ford,Aspire,1997,regular unleaded,63.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,29,5657.0,2000.0,not applicable
Chevrolet,Astro Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Minivan,21,15,1385.0,22050.0,not applicable
Chevrolet,Astro Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Cargo Minivan,18,14,1385.0,24450.0,not applicable
Chevrolet,Astro Cargo,2004,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Cargo Minivan,18,14,1385.0,25195.0,not applicable
Chevrolet,Astro Cargo,2004,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Minivan,19,14,1385.0,22695.0,not applicable
Chevrolet,Astro Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Minivan,20,15,1385.0,22930.0,not applicable
Chevrolet,Astro Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Cargo Minivan,18,14,1385.0,25430.0,not applicable
Chevrolet,Astro,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,16,12,1385.0,25690.0,not applicable
Chevrolet,Astro,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Minivan,19,14,1385.0,23690.0,not applicable
Chevrolet,Astro,2004,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,16,12,1385.0,26195.0,not applicable
Chevrolet,Astro,2004,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Minivan,19,14,1385.0,24195.0,not applicable
Chevrolet,Astro,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Minivan,20,14,1385.0,24430.0,not applicable
Chevrolet,Astro,2005,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,16,12,1385.0,26430.0,not applicable
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,28,18,1624.0,48165.0,not applicable
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,26,18,1624.0,50165.0,not applicable
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,21,1624.0,37995.0,not applicable
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,29,20,1624.0,40445.0,not applicable
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,22,1624.0,47605.0,not applicable
Cadillac,ATS Coupe,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,30,20,1624.0,48675.0,not applicable
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,30,22,1624.0,48715.0,not applicable
Cadillac,ATS Coupe,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,28,19,1624.0,47750.0,not applicable
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,30,22,1624.0,43395.0,not applicable
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,22,1624.0,37595.0,not applicable
Cadillac,ATS Coupe,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,30,20,1624.0,49495.0,not applicable
Cadillac,ATS Coupe,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,27,19,1624.0,48995.0,not applicable
Cadillac,ATS-V,2016,premium unleaded (recommended),464.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,23,17,1624.0,62665.0,not applicable
Cadillac,ATS-V,2016,premium unleaded (recommended),464.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Sedan,23,17,1624.0,60465.0,not applicable
Cadillac,ATS-V,2017,premium unleaded (recommended),464.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,23,16,1624.0,62895.0,not applicable
Cadillac,ATS-V,2017,premium unleaded (recommended),464.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Sedan,23,16,1624.0,60695.0,not applicable
Cadillac,ATS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,28,20,1624.0,41340.0,not applicable
Cadillac,ATS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,30,21,1624.0,39340.0,not applicable
Cadillac,ATS,2015,regular unleaded,202.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,33,21,1624.0,33215.0,not applicable
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,28,18,1624.0,47615.0,not applicable
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,18,1624.0,46660.0,not applicable
Cadillac,ATS,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30,20,1624.0,41340.0,not applicable
Cadillac,ATS,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,31,22,1624.0,46110.0,not applicable
Cadillac,ATS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,19,1624.0,47155.0,not applicable
Cadillac,ATS,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,22,1624.0,37245.0,not applicable
Cadillac,ATS,2016,regular unleaded,202.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32,22,1624.0,37340.0,not applicable
Cadillac,ATS,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30,20,1624.0,46995.0,not applicable
Cadillac,ATS,2017,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,22,1624.0,40395.0,not applicable
Cadillac,ATS,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,1624.0,45995.0,not applicable
Cadillac,ATS,2017,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,31,22,1624.0,34595.0,not applicable
Oldsmobile,Aurora,2001,premium unleaded (required),250.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,23,15,26.0,34794.0,not applicable
Oldsmobile,Aurora,2001,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,17,26.0,30619.0,not applicable
Oldsmobile,Aurora,2002,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,26.0,31615.0,not applicable
Oldsmobile,Aurora,2002,premium unleaded (required),250.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,16,26.0,35085.0,not applicable
Oldsmobile,Aurora,2003,premium unleaded (required),250.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,24,15,26.0,34725.0,not applicable
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385.0,45815.0,not applicable
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385.0,39405.0,not applicable
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385.0,39350.0,not applicable
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385.0,40195.0,not applicable
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385.0,43245.0,not applicable
Toyota,Avalon Hybrid,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,40,2031.0,37800.0,not applicable
Toyota,Avalon Hybrid,2016,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,40,2031.0,36650.0,not applicable
Toyota,Avalon Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,40,2031.0,42550.0,not applicable
Toyota,Avalon,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031.0,37170.0,not applicable
Toyota,Avalon,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031.0,37050.0,not applicable
Toyota,Avalon,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2031.0,41050.0,not applicable
Dodge,Avenger,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,19,1851.0,25995.0,not applicable
Dodge,Avenger,2012,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,20,1851.0,21495.0,not applicable
Dodge,Avenger,2012,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,1851.0,18995.0,not applicable
Dodge,Avenger,2013,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,19,1851.0,25695.0,not applicable
Dodge,Avenger,2013,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,21,1851.0,19795.0,not applicable
Dodge,Avenger,2013,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,20,1851.0,22595.0,not applicable
Dodge,Avenger,2014,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,21,1851.0,20595.0,not applicable
Dodge,Avenger,2014,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,19,1851.0,25795.0,not applicable
Dodge,Avenger,2014,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,20,1851.0,23295.0,not applicable
Lamborghini,Aventador,2014,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,16,10,1158.0,441600.0,not applicable
Lamborghini,Aventador,2014,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,18,11,1158.0,397500.0,not applicable
Lamborghini,Aventador,2014,premium unleaded (required),720.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,16,10,1158.0,548800.0,not applicable
Lamborghini,Aventador,2014,premium unleaded (required),720.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,18,11,1158.0,497650.0,not applicable
Lamborghini,Aventador,2015,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,16,10,1158.0,441600.0,not applicable
Lamborghini,Aventador,2015,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,18,11,1158.0,397500.0,not applicable
Lamborghini,Aventador,2015,premium unleaded (required),720.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,16,10,1158.0,548800.0,not applicable
Lamborghini,Aventador,2015,premium unleaded (required),720.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,18,11,1158.0,497650.0,not applicable
Lamborghini,Aventador,2016,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,17,10,1158.0,443800.0,not applicable
Lamborghini,Aventador,2016,premium unleaded (required),750.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,18,11,1158.0,535500.0,not applicable
Lamborghini,Aventador,2016,premium unleaded (required),750.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,18,11,1158.0,490700.0,not applicable
Lamborghini,Aventador,2016,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,18,11,1158.0,399500.0,not applicable
Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,1385.0,11965.0,not applicable
Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,27,1385.0,15365.0,not applicable
Chevrolet,Aveo,2010,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,1385.0,15365.0,not applicable
Chevrolet,Aveo,2010,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,1385.0,11965.0,not applicable
Chevrolet,Aveo,2011,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,1385.0,15365.0,not applicable
Chevrolet,Aveo,2011,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,1385.0,11965.0,not applicable
Lincoln,Aviator,2003,premium unleaded (required),302.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,17,12,61.0,45125.0,not applicable
Lincoln,Aviator,2003,premium unleaded (required),302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,17,12,61.0,42175.0,not applicable
Lincoln,Aviator,2004,premium unleaded (required),302.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,16,12,61.0,45705.0,not applicable
Lincoln,Aviator,2004,premium unleaded (required),302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,17,12,61.0,42755.0,not applicable
Lincoln,Aviator,2005,premium unleaded (required),302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,17,11,61.0,40635.0,not applicable
Lincoln,Aviator,2005,premium unleaded (required),302.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,16,11,61.0,43585.0,not applicable
Nissan,Axxess,1990,regular unleaded,138.0,4.0,MANUAL,front wheel drive,3.0,Compact,Passenger Minivan,24,19,2009.0,2000.0,not applicable
Nissan,Axxess,1990,regular unleaded,138.0,4.0,MANUAL,four wheel drive,3.0,Compact,Passenger Minivan,22,17,2009.0,2000.0,not applicable
Nissan,Axxess,1990,regular unleaded,138.0,4.0,AUTOMATIC,four wheel drive,3.0,Compact,Passenger Minivan,20,16,2009.0,2000.0,not applicable
Nissan,Axxess,1990,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,22,18,2009.0,2000.0,not applicable
Hyundai,Azera,2015,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,1439.0,38200.0,not applicable
Hyundai,Azera,2015,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,20,1439.0,34000.0,not applicable
Hyundai,Azera,2016,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,20,1439.0,34100.0,not applicable
Hyundai,Azera,2016,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,1439.0,39300.0,not applicable
Hyundai,Azera,2017,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,20,1439.0,34100.0,not applicable
Hyundai,Azera,2017,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,1439.0,39300.0,not applicable
Pontiac,Aztek,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,210.0,23820.0,not applicable
Pontiac,Aztek,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,210.0,20870.0,not applicable
Pontiac,Aztek,2004,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,210.0,24190.0,not applicable
Pontiac,Aztek,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,210.0,21275.0,not applicable
Pontiac,Aztek,2005,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,210.0,24445.0,not applicable
Pontiac,Aztek,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,210.0,21530.0,not applicable
Bentley,Azure T,2010,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,15,9,520.0,363000.0,not applicable
Bentley,Azure,2007,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,15,10,520.0,329990.0,not applicable
Bentley,Azure,2008,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,15,9,520.0,329990.0,not applicable
Bentley,Azure,2009,premium unleaded (required),450.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,15,9,520.0,334990.0,not applicable
Mercedes-Benz,B-Class Electric Drive,2015,electric,not applicable,not applicable,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,82,85,617.0,41450.0,132
Mercedes-Benz,B-Class Electric Drive,2016,electric,not applicable,not applicable,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,82,85,617.0,41450.0,132
Mercedes-Benz,B-Class Electric Drive,2017,electric,not applicable,not applicable,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,82,85,617.0,39900.0,132
Mazda,B-Series Pickup,1998,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,586.0,2179.0,not applicable
Mazda,B-Series Pickup,1998,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,19,14,586.0,3323.0,not applicable
Mazda,B-Series Pickup,1998,regular unleaded,160.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,20,15,586.0,2915.0,not applicable
Mazda,B-Series Pickup,1998,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,15,586.0,2756.0,not applicable
Mazda,B-Series Pickup,1998,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,19,586.0,2692.0,not applicable
Mazda,B-Series Pickup,1998,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,20,15,586.0,2930.0,not applicable
Mazda,B-Series Pickup,1998,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,24,19,586.0,2717.0,not applicable
